id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1147464707076298329,'Torrelunga Country Cottage',549701768,Sherrie,,Mount Pleasant,-34.77687474844699,139.02706571481934,Entire home/apt,169,2,42,2025-09-07,2.54,1,283,28,
1147471483215855330,Tiny Rosie,140316145,Into The Wild Escapes,,Mount Crawford,-34.7201823,138.9457404,Entire home/apt,359,1,13,2025-07-31,0.81,1,345,4,
1148858257384952135,"The Guest Room, Barossa.",154267764,Rebecca,,Nuriootpa,-34.4724327560898,138.99175096303225,Private room,103,2,8,2025-05-18,0.67,1,154,8,
1150300563590741176,Clarys House - Nestled in the heart of Tanunda,576014315,Jennie,,Tanunda,-34.5235237,138.9695183,Entire home/apt,282,2,13,2025-07-15,0.82,1,150,6,
1163934693584477501,Two William - Modern Living,19360779,Tamara,,Tanunda,-34.52443771802912,138.95884528756142,Entire home/apt,348,2,20,2025-08-25,1.58,1,244,19,
1165780393231788731,Barossa Country retreat,14526161,Megan,,Moculta,-34.48097,139.05919,Entire home/apt,595,3,1,2025-03-22,0.16,1,125,1,
1185672805204939844,Jacobs Creek Retreat - Cedar,262121622,Jerry,,Bethany,-34.571974942787136,138.95273545396728,Private room,325,1,0,,,8,307,0,
1185771528716668524,Jacobs Creek Retreat - Seville,262121622,Jerry,,Bethany,-34.57195727423722,138.9525423349182,Private room,340,1,0,,,8,303,0,
1185790412004268325,Jacobs Creek Retreat - Courtbarn,262121622,Jerry,,Bethany,-34.57158623382156,138.9524350465576,Private room,365,1,0,,,8,303,0,
1185796689689625851,Jacobs Creek Retreat - Nitschke,262121622,Jerry,,Bethany,-34.571409547327356,138.9528642,Private room,399,1,1,2024-08-11,0.07,8,330,0,
1185800506610060141,Jacobs Creek Retreat - Fuchsia,262121622,Jerry,,Bethany,-34.57206328548041,138.95237067354125,Private room,400,1,0,,,8,336,0,
1185811059883134538,Jacobs Creek Retreat - Orlando,262121622,Jerry,,Bethany,-34.57158623382156,138.9528642,Private room,619,1,0,,,8,315,0,
1185895451922999542,Jacobs Creek Retreat - Orchard,262121622,Jerry,,Bethany,-34.57156856518904,138.9521990121643,Private room,480,1,0,,,8,338,0,
1203313265263903637,Furche Barossa 5 bed Stay: Vineyards & Fireplace,439331891,Hao,,Tanunda,-34.50077,138.95908,Entire home/apt,384,2,20,2025-09-13,1.53,10,114,19,
1210856912028682521,Barossa Uniquely(Parties not permitted),508456368,Hui,,Tanunda,-34.5283,138.95219,Entire home/apt,421,1,15,2025-08-06,1.10,4,303,11,
1214025118425165961,Tanunda Central Cottage,588218739,Deborah Lilian,,Tanunda,-34.5267575,138.9571225,Entire home/apt,379,2,5,2025-07-12,0.50,1,333,5,
1218424378341619349,ARBY: Irvine Wines Tiny Home,595620577,Emma,,Flaxman Valley,-34.65108,139.06917,Entire home/apt,452,2,11,2025-08-24,0.83,1,348,9,
1219745121575844984,"Crimson Ridge - Wines, Vines and Dine",26703229,John,,Nuriootpa,-34.46038,138.99434,Entire home/apt,405,2,10,2025-08-03,0.75,1,219,9,
1232873730013875498,Perfectly positioned in Tanunda,462964316,Sharon,,Tanunda,-34.5284993,138.9573562,Entire home/apt,226,2,40,2025-09-22,3.06,1,112,37,
1233985945267781070,Barossa Homestead Tiny Home by Tiny Away,154813436,Tiny Away,,Stockwell,-34.4476202,139.0202329,Entire home/apt,229,1,34,2025-09-14,2.65,1,338,31,
1251894266688487937,Kaiser Ridge - eco stay Serene,329243003,Nicole,,Flaxman Valley,-34.56828,138.99583,Entire home/apt,510,2,3,2025-04-15,0.29,3,303,3,
1252427591437522171,Kaiser Ridge - eco stay Heritage,329243003,Nicole,,Flaxman Valley,-34.567949403449425,138.9947668322929,Entire home/apt,434,2,12,2025-07-31,1.05,3,305,12,
1255522179136037869,Langmeil Cottages - Angas,431794949,Luke,,Tanunda,-34.51155,138.96166,Entire home/apt,189,2,10,2025-08-26,1.09,4,226,10,
1258384557078039821,Langmeil Cottages - Banksia,431794949,Luke,,Tanunda,-34.5114140660972,138.9614672057894,Entire home/apt,183,2,1,2025-03-10,0.15,4,220,1,
1258400546453587711,Langmeil Cottages - Linden,431794949,Luke,,Tanunda,-34.51162,138.96146,Entire home/apt,201,2,4,2025-04-23,0.44,4,227,4,
1258401658597869897,Langmeil Cottages - Wattle,431794949,Luke,,Tanunda,-34.51110735484847,138.9617238984221,Entire home/apt,183,2,10,2025-09-15,1.21,4,213,10,
1278705470447501124,Barossa Valley View Guesthouse,659667005,Barossa,,Tanunda,-34.52739,138.9578,Entire home/apt,808,2,3,2025-09-13,0.33,2,268,3,
1283639999752310415,The Tiny Barossa Sanctuary,407192412,Paulette,,Sandy Creek,-34.60187639418117,138.834812566638,Entire home/apt,174,2,15,2025-09-13,1.65,1,308,15,
1283956313699166848,Barossa possum bungalow(Parties not permitted),508456368,Hui,,Tanunda,-34.53150627053361,138.9489839879122,Entire home/apt,156,1,12,2025-09-06,1.45,4,130,12,
1285155735593573702,Seednest Barossa Family Retreat,498042037,Richard,,Nuriootpa,-34.4824264,138.9937175,Entire home/apt,465,2,26,2025-09-07,2.79,2,228,26,
1286771388121275150,Tanunda Grove,40680144,Janine,,Tanunda,-34.5107315,138.9639727,Entire home/apt,439,2,42,2025-09-26,4.75,1,244,42,
1296150230438530336,"Gorgeous, large Barossa home",99991169,Elli,,Tanunda,-34.519167427336804,138.9647132453606,Entire home/apt,1800,3,0,,,1,358,0,
1301247673858732294,Six on Sibley,41593025,Julie,,Angaston,-34.506938355877374,139.04666271307218,Entire home/apt,223,2,19,2025-09-21,2.70,1,151,19,
1301296610524602864,13Elizabeth,364592346,Mack,,Tanunda,-34.52134,138.95429,Entire home/apt,369,2,0,,,1,273,0,
1315618870381803395,Norm's Vineyard Retreat - Lyndoch,247324151,Billie-Jo,,Lyndoch,-34.62641,138.91084,Entire home/apt,691,2,3,2025-05-04,0.33,1,186,3,
1318012957546152021,Charming Barossa Retreat,56761717,Daniel,,Nuriootpa,-34.464191692253834,138.9974536872127,Entire home/apt,112,1,20,2025-09-23,2.17,1,304,20,
1324503197165462834,Barossa Escape central Tanunda,273440992,Jodie,,Tanunda,-34.5162739,138.969456,Entire home/apt,174,1,17,2025-09-23,2.49,1,302,17,
1329987856114784625,Barossa Vineyard Guesthouse,659667005,Barossa,,Tanunda,-34.52579092268327,138.9627846033034,Entire home/apt,723,2,2,2025-06-14,0.52,2,323,2,
1345323595969707094,Casa thirty-six,51034353,Kate,,Tanunda,-34.51911280160153,138.9596729331992,Entire home/apt,405,2,9,2025-09-14,1.61,1,262,9,
1346323841393672266,Barossa Luxe  - Tanunda Central,427747809,Katie,,Tanunda,-34.52419551482558,138.95112368145365,Entire home/apt,334,2,22,2025-08-31,3.13,1,308,22,
1348354091270712420,Koblenz Haus - Tanundas Newest!,676721240,Katie,,Tanunda,-34.51847128437124,138.96186051740804,Entire home/apt,365,2,16,2025-09-07,2.77,1,303,16,
1349652517817367502,The Cottage,78710746,Emma,,Tanunda,-34.5310373,138.9493288,Entire home/apt,425,2,14,2025-09-01,2.63,2,286,14,
1354096360967481641,Murray cottage Tanunda.,196783231,Louise,,Tanunda,-34.52216224555949,138.96377048629822,Entire home/apt,,2,0,,,4,0,0,
1361983510007712698,Ella's Garden: Relax in Luxury,196783231,Louise,,Tanunda,-34.5337929,138.9542452,Entire home/apt,450,2,2,2025-06-08,0.48,4,342,2,
1362885347375381573,Grainge Tanunda - quality central Barossa home,89814567,Graham,,Tanunda,-34.51731643483635,138.96333172222708,Entire home/apt,328,2,8,2025-09-04,1.48,1,154,8,
1366163625923386956,McGill Vineyard Barossa,304735623,Adam,,Penrice,-34.48790223977701,139.03362441177825,Entire home/apt,251,2,10,2025-09-03,1.55,1,333,10,
1380744492985437094,Welcome to EcoCottage Retreat - Unplug & Reconnect,105534819,Ankica,,Springton,-34.70615094807899,139.0871595851677,Entire home/apt,201,1,6,2025-08-24,1.07,2,305,6,
1382969725107864488,Couples Barossa Valley Getaway,685801571,Sonya,,Lyndoch,-34.599049297780326,138.8763594656067,Entire home/apt,140,1,20,2025-09-17,3.30,1,336,20,
1391154860752613505,Rosado,446286074,Luke Adam,,Altona,-34.587275107675055,138.92845101742355,Entire home/apt,304,1,9,2025-09-14,1.54,1,71,9,
1391767935515028523,"25 Young - 3 Bed, 1 Bath",284401269,Murphy,,Tanunda,-34.5247233,138.9552111,Entire home/apt,252,2,9,2025-08-25,1.65,2,300,9,
1393200811900172331,Large 3 bedroom Angaston Hilltop,338407774,Sue,,Moculta,-34.49377953646755,139.05719922633858,Entire home/apt,,2,0,,,1,0,0,
1394891226297292848,Flume | Krondorf Winemakers Haus,586389237,Janelle,,Bethany,-34.556255134849636,138.95777743309736,Entire home/apt,350,1,11,2025-08-27,2.06,1,312,11,
1397194830418358582,Barossa’s Oldest Courtyard Trees & Historic Home,508456368,Hui,,Tanunda,-34.52948835862501,138.94957989858912,Entire home/apt,220,1,5,2025-09-07,1.06,4,147,5,
1406974951963374460,Bethany Reserve Cottage,29904202,Sam,,Bethany,-34.54115,138.98257,Entire home/apt,220,2,0,,,1,329,0,
1419948998061816251,Cozy & Ambient 3BR Retreat,201943095,Sebastian,,Tanunda,-34.52276,138.95499,Entire home/apt,490,2,1,2025-07-16,0.41,1,355,1,
1420658511238134874,Pirathon Apartment 1,475720395,Jane,,Tanunda,-34.52326,138.96066,Entire home/apt,450,1,0,,,6,325,0,
1422914183002648352,Pirathon Apartment 2,475720395,Jane,,Tanunda,-34.52304261474175,138.96076931272935,Entire home/apt,375,1,0,,,6,318,0,
1434619886934977065,Villa Scalzi – 4-Bed Getaway- Free Wine,12910253,Ellen,,Lyndoch,-34.60628660063055,138.87513354555657,Entire home/apt,279,2,4,2025-08-04,1.25,1,195,4,
1441018951868535612,Barossa Hideaway: Tranquillity Among the Vines,427011670,Emma&Amp;Roger,,Nuriootpa,-34.4667638,138.9711398,Entire home/apt,266,2,1,2025-07-27,0.48,1,107,1,
1446080613410283197,Hill House Cottage,559376892,Sara,,Angaston,-34.50346,139.04402,Private room,165,1,2,2025-09-21,1.71,3,91,2,
1450462788585368676,The Hayloft 1890s Stone Cottage,703182176,Christine V,,Springton,-34.70910974135937,139.08910910296623,Entire home/apt,169,2,1,2025-08-03,0.54,2,318,1,
1453243724492925203,Tweedies Gully Estate Settlers Cottage Barossa,703827282,Dorham,,Williamstown,-34.6200632,138.9270836,Entire home/apt,401,1,4,2025-08-31,1.56,1,339,4,
1455669302565633497,"""Winterhausen"" Cottage,
 Tanunda",137581925,Linda,,Tanunda,-34.5276417,138.9591584,Entire home/apt,221,1,10,2025-09-19,3.70,1,254,10,
1459813294063166272,Welcome to Wilhelm Haus.,60698492,Susi,,Tanunda,-34.52047967666096,138.96486696830263,Entire home/apt,291,2,1,2025-08-25,0.88,1,329,1,
1466444455848293157,Strut Ya Stuff Vineyard & Accommodation,256102206,Cosmo,,Tanunda,-34.5137426,138.9781749,Entire home/apt,486,2,4,2025-09-10,2.00,1,314,4,
1470008669799059940,Blume Cottage 1860,229175391,Pratishtah,,Stockwell,-34.43321,139.05554,Entire home/apt,189,1,0,,,1,345,0,
1473775332846603662,The Stables 1890s Stone Cottage,703182176,Christine V,,Springton,-34.70809,139.08952,Entire home/apt,208,2,1,2025-09-13,1,2,318,1,
1480917521758270200,Rural retreat | 5 min to wineries / 10 min to town,439331891,Hao,,Bethany,-34.5678315,138.9884604,Entire home/apt,583,2,0,,,10,81,0,
1484065214241484624,Carcoola - Barossa Fringe Retreat,123672869,Yehua,,Moppa,-34.4464401,138.9335064,Entire home/apt,310,2,1,2025-09-19,1,1,224,1,
1488186178152638903,Seednest | Pool table & BBQ centre of town,498042037,Richard,,Tanunda,-34.5109929,138.9713065,Entire home/apt,465,2,2,2025-09-12,2,2,248,2,
1491029894140619959,Hill House Residence,559376892,Sara,,Angaston,-34.50397,139.04462,Private room,484,2,0,,,3,285,0,
1496075854067712902,Rosella Cottage,485865877,Brenton,,Tanunda,-34.521938,138.9533463,Entire home/apt,310,3,0,,,1,237,0,
1496655420237836280,Cozy Corner Barossa(Parties not permitted),508456368,Hui,,Tanunda,-34.527763752685324,138.95612322216607,Entire home/apt,162,1,0,,,4,169,0,
1500459372472771979,AUTRA Chardonnay • Sauna • Vineyard Views,703581616,Shaoxiong,,Lyndoch,-34.59669,138.88269,Entire home/apt,353,2,0,,,4,83,0,
1503315977256416498,"Luxury Barossa Retreat with Pool, Alfresco Dining.",387301022,Caroline,,Lyndoch,-34.59897561615463,138.88187024742365,Entire home/apt,665,2,0,,,1,316,0,
1503844883373552503,Together at Barossa – Cozy Renovated 3BR Wine Stay,52211847,Aiden,,Angaston,-34.491990972405524,139.04706318650815,Entire home/apt,194,2,0,,,1,356,0,
1505478199256127496,AUTRA Merlot • Sauna • Vineyard Views,703581616,Shaoxiong,,Lyndoch,-34.59655205812916,138.88324572650515,Entire home/apt,298,2,0,,,4,362,0,
1505524471199636647,AUTRA Grenache • Sauna • Vineyard Views,703581616,Shaoxiong,,Lyndoch,-34.59678523986012,138.88321709170782,Entire home/apt,340,2,0,,,4,360,0,
1505532128071752686,AUTRA Mataro • Sauna • Vineyard Views,703581616,Shaoxiong,,Lyndoch,-34.59485037615738,138.88268595271936,Entire home/apt,286,2,0,,,4,362,0,
